"sektor","kön","månad","tabellinnehåll","Antal pågående anställningar"
"kommun","totalt","2020M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M02","Antal pågående anställningar",972335
"kommun","totalt","2020M02","Antal pågående anställningar - anställningstid >6 månader",789604
"kommun","totalt","2020M02","Antal pågående anställningar - anställningstid <=6 månader",182731
"kommun","totalt","2020M02","Årlig förändring av antalet pågående anställningar, procent",-1.1
"kommun","totalt","2020M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M03","Antal pågående anställningar",977828
"kommun","totalt","2020M03","Antal pågående anställningar - anställningstid >6 månader",802376
"kommun","totalt","2020M03","Antal pågående anställningar - anställningstid <=6 månader",175452
"kommun","totalt","2020M03","Årlig förändring av antalet pågående anställningar, procent",-0.5
"kommun","totalt","2020M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M04","Antal pågående anställningar",984517
"kommun","totalt","2020M04","Antal pågående anställningar - anställningstid >6 månader",805610
"kommun","totalt","2020M04","Antal pågående anställningar - anställningstid <=6 månader",178907
"kommun","totalt","2020M04","Årlig förändring av antalet pågående anställningar, procent",-2.3
"kommun","totalt","2020M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M05","Antal pågående anställningar",957334
"kommun","totalt","2020M05","Antal pågående anställningar - anställningstid >6 månader",794738
"kommun","totalt","2020M05","Antal pågående anställningar - anställningstid <=6 månader",162596
"kommun","totalt","2020M05","Årlig förändring av antalet pågående anställningar, procent",-5.0
"kommun","totalt","2020M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M06","Antal pågående anställningar",981677
"kommun","totalt","2020M06","Antal pågående anställningar - anställningstid >6 månader",792266
"kommun","totalt","2020M06","Antal pågående anställningar - anställningstid <=6 månader",189411
"kommun","totalt","2020M06","Årlig förändring av antalet pågående anställningar, procent",-2.6
"kommun","totalt","2020M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M07","Antal pågående anställningar",1012284
"kommun","totalt","2020M07","Antal pågående anställningar - anställningstid >6 månader",792613
"kommun","totalt","2020M07","Antal pågående anställningar - anställningstid <=6 månader",219671
"kommun","totalt","2020M07","Årlig förändring av antalet pågående anställningar, procent",-0.9
"kommun","totalt","2020M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M08","Antal pågående anställningar",992876
"kommun","totalt","2020M08","Antal pågående anställningar - anställningstid >6 månader",785249
"kommun","totalt","2020M08","Antal pågående anställningar - anställningstid <=6 månader",207627
"kommun","totalt","2020M08","Årlig förändring av antalet pågående anställningar, procent",-2.8
"kommun","totalt","2020M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M09","Antal pågående anställningar",997055
"kommun","totalt","2020M09","Antal pågående anställningar - anställningstid >6 månader",781551
"kommun","totalt","2020M09","Antal pågående anställningar - anställningstid <=6 månader",215504
"kommun","totalt","2020M09","Årlig förändring av antalet pågående anställningar, procent",-2.4
"kommun","totalt","2020M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M10","Antal pågående anställningar",967897
"kommun","totalt","2020M10","Antal pågående anställningar - anställningstid >6 månader",776162
"kommun","totalt","2020M10","Antal pågående anställningar - anställningstid <=6 månader",191735
"kommun","totalt","2020M10","Årlig förändring av antalet pågående anställningar, procent",-2.1
"kommun","totalt","2020M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M11","Antal pågående anställningar",967859
"kommun","totalt","2020M11","Antal pågående anställningar - anställningstid >6 månader",778369
"kommun","totalt","2020M11","Antal pågående anställningar - anställningstid <=6 månader",189490
"kommun","totalt","2020M11","Årlig förändring av antalet pågående anställningar, procent",-2.1
"kommun","totalt","2020M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2020M12","Antal pågående anställningar",1007722
"kommun","totalt","2020M12","Antal pågående anställningar - anställningstid >6 månader",789664
"kommun","totalt","2020M12","Antal pågående anställningar - anställningstid <=6 månader",218058
"kommun","totalt","2020M12","Årlig förändring av antalet pågående anställningar, procent",1.9
"kommun","totalt","2020M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",..
"kommun","totalt","2020M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",..
"kommun","totalt","2021M01","Antal pågående anställningar",947986
"kommun","totalt","2021M01","Antal pågående anställningar - anställningstid >6 månader",779030
"kommun","totalt","2021M01","Antal pågående anställningar - anställningstid <=6 månader",168956
"kommun","totalt","2021M01","Årlig förändring av antalet pågående anställningar, procent",-1.5
"kommun","totalt","2021M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.2
"kommun","totalt","2021M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.4
"kommun","totalt","2021M02","Antal pågående anställningar",959175
"kommun","totalt","2021M02","Antal pågående anställningar - anställningstid >6 månader",790680
"kommun","totalt","2021M02","Antal pågående anställningar - anställningstid <=6 månader",168495
"kommun","totalt","2021M02","Årlig förändring av antalet pågående anställningar, procent",-1.4
"kommun","totalt","2021M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.1
"kommun","totalt","2021M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-7.8
"kommun","totalt","2021M03","Antal pågående anställningar",962637
"kommun","totalt","2021M03","Antal pågående anställningar - anställningstid >6 månader",799480
"kommun","totalt","2021M03","Antal pågående anställningar - anställningstid <=6 månader",163157
"kommun","totalt","2021M03","Årlig förändring av antalet pågående anställningar, procent",-1.6
"kommun","totalt","2021M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.4
"kommun","totalt","2021M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-7.0
"kommun","totalt","2021M04","Antal pågående anställningar",973710
"kommun","totalt","2021M04","Antal pågående anställningar - anställningstid >6 månader",803726
"kommun","totalt","2021M04","Antal pågående anställningar - anställningstid <=6 månader",169984
"kommun","totalt","2021M04","Årlig förändring av antalet pågående anställningar, procent",-1.1
"kommun","totalt","2021M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.2
"kommun","totalt","2021M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-5.0
"kommun","totalt","2021M05","Antal pågående anställningar",969253
"kommun","totalt","2021M05","Antal pågående anställningar - anställningstid >6 månader",805337
"kommun","totalt","2021M05","Antal pågående anställningar - anställningstid <=6 månader",163916
"kommun","totalt","2021M05","Årlig förändring av antalet pågående anställningar, procent",1.2
"kommun","totalt","2021M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.3
"kommun","totalt","2021M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",0.8
"kommun","totalt","2021M06","Antal pågående anställningar",1000086
"kommun","totalt","2021M06","Antal pågående anställningar - anställningstid >6 månader",810059
"kommun","totalt","2021M06","Antal pågående anställningar - anställningstid <=6 månader",190027
"kommun","totalt","2021M06","Årlig förändring av antalet pågående anställningar, procent",1.9
"kommun","totalt","2021M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.2
"kommun","totalt","2021M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",0.3
"kommun","totalt","2021M07","Antal pågående anställningar",1028027
"kommun","totalt","2021M07","Antal pågående anställningar - anställningstid >6 månader",806129
"kommun","totalt","2021M07","Antal pågående anställningar - anställningstid <=6 månader",221898
"kommun","totalt","2021M07","Årlig förändring av antalet pågående anställningar, procent",1.6
"kommun","totalt","2021M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.7
"kommun","totalt","2021M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",1.0
"kommun","totalt","2021M08","Antal pågående anställningar",1007630
"kommun","totalt","2021M08","Antal pågående anställningar - anställningstid >6 månader",796566
"kommun","totalt","2021M08","Antal pågående anställningar - anställningstid <=6 månader",211064
"kommun","totalt","2021M08","Årlig förändring av antalet pågående anställningar, procent",1.5
"kommun","totalt","2021M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.4
"kommun","totalt","2021M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",1.7
"kommun","totalt","2021M09","Antal pågående anställningar",1011371
"kommun","totalt","2021M09","Antal pågående anställningar - anställningstid >6 månader",790540
"kommun","totalt","2021M09","Antal pågående anställningar - anställningstid <=6 månader",220831
"kommun","totalt","2021M09","Årlig förändring av antalet pågående anställningar, procent",1.4
"kommun","totalt","2021M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.2
"kommun","totalt","2021M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",2.5
"kommun","totalt","2021M10","Antal pågående anställningar",981478
"kommun","totalt","2021M10","Antal pågående anställningar - anställningstid >6 månader",781949
"kommun","totalt","2021M10","Antal pågående anställningar - anställningstid <=6 månader",199529
"kommun","totalt","2021M10","Årlig förändring av antalet pågående anställningar, procent",1.4
"kommun","totalt","2021M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.7
"kommun","totalt","2021M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",4.1
"kommun","totalt","2021M11","Antal pågående anställningar",977349
"kommun","totalt","2021M11","Antal pågående anställningar - anställningstid >6 månader",780726
"kommun","totalt","2021M11","Antal pågående anställningar - anställningstid <=6 månader",196623
"kommun","totalt","2021M11","Årlig förändring av antalet pågående anställningar, procent",1.0
"kommun","totalt","2021M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.3
"kommun","totalt","2021M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",3.8
"kommun","totalt","2021M12","Antal pågående anställningar",979126
"kommun","totalt","2021M12","Antal pågående anställningar - anställningstid >6 månader",786852
"kommun","totalt","2021M12","Antal pågående anställningar - anställningstid <=6 månader",192274
"kommun","totalt","2021M12","Årlig förändring av antalet pågående anställningar, procent",-2.8
"kommun","totalt","2021M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.4
"kommun","totalt","2021M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-11.8
"kommun","totalt","2022M01","Antal pågående anställningar",960904
"kommun","totalt","2022M01","Antal pågående anställningar - anställningstid >6 månader",777383
"kommun","totalt","2022M01","Antal pågående anställningar - anställningstid <=6 månader",183521
"kommun","totalt","2022M01","Årlig förändring av antalet pågående anställningar, procent",1.4
"kommun","totalt","2022M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.2
"kommun","totalt","2022M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",8.6
"kommun","totalt","2022M02","Antal pågående anställningar",969632
"kommun","totalt","2022M02","Antal pågående anställningar - anställningstid >6 månader",788478
"kommun","totalt","2022M02","Antal pågående anställningar - anställningstid <=6 månader",181154
"kommun","totalt","2022M02","Årlig förändring av antalet pågående anställningar, procent",1.1
"kommun","totalt","2022M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.3
"kommun","totalt","2022M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",7.5
"kommun","totalt","2022M03","Antal pågående anställningar",975014
"kommun","totalt","2022M03","Antal pågående anställningar - anställningstid >6 månader",798292
"kommun","totalt","2022M03","Antal pågående anställningar - anställningstid <=6 månader",176722
"kommun","totalt","2022M03","Årlig förändring av antalet pågående anställningar, procent",1.3
"kommun","totalt","2022M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.1
"kommun","totalt","2022M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",8.3
"kommun","totalt","2022M04","Antal pågående anställningar",992463
"kommun","totalt","2022M04","Antal pågående anställningar - anställningstid >6 månader",803128
"kommun","totalt","2022M04","Antal pågående anställningar - anställningstid <=6 månader",189335
"kommun","totalt","2022M04","Årlig förändring av antalet pågående anställningar, procent",1.9
"kommun","totalt","2022M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.1
"kommun","totalt","2022M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",11.4
"kommun","totalt","2022M05","Antal pågående anställningar",991950
"kommun","totalt","2022M05","Antal pågående anställningar - anställningstid >6 månader",805138
"kommun","totalt","2022M05","Antal pågående anställningar - anställningstid <=6 månader",186812
"kommun","totalt","2022M05","Årlig förändring av antalet pågående anställningar, procent",2.3
"kommun","totalt","2022M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.0
"kommun","totalt","2022M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",14.0
"kommun","totalt","2022M06","Antal pågående anställningar",1018978
"kommun","totalt","2022M06","Antal pågående anställningar - anställningstid >6 månader",807239
"kommun","totalt","2022M06","Antal pågående anställningar - anställningstid <=6 månader",211739
"kommun","totalt","2022M06","Årlig förändring av antalet pågående anställningar, procent",1.9
"kommun","totalt","2022M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.3
"kommun","totalt","2022M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",11.4
"kommun","totalt","2022M07","Antal pågående anställningar",1047003
"kommun","totalt","2022M07","Antal pågående anställningar - anställningstid >6 månader",808119
"kommun","totalt","2022M07","Antal pågående anställningar - anställningstid <=6 månader",238884
"kommun","totalt","2022M07","Årlig förändring av antalet pågående anställningar, procent",1.8
"kommun","totalt","2022M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.2
"kommun","totalt","2022M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",7.7
"kommun","totalt","2022M08","Antal pågående anställningar",1021080
"kommun","totalt","2022M08","Antal pågående anställningar - anställningstid >6 månader",796439
"kommun","totalt","2022M08","Antal pågående anställningar - anställningstid <=6 månader",224641
"kommun","totalt","2022M08","Årlig förändring av antalet pågående anställningar, procent",1.3
"kommun","totalt","2022M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.0
"kommun","totalt","2022M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",6.4
"kommun","totalt","2022M09","Antal pågående anställningar",1032324
"kommun","totalt","2022M09","Antal pågående anställningar - anställningstid >6 månader",790096
"kommun","totalt","2022M09","Antal pågående anställningar - anställningstid <=6 månader",242228
"kommun","totalt","2022M09","Årlig förändring av antalet pågående anställningar, procent",2.1
"kommun","totalt","2022M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",-0.1
"kommun","totalt","2022M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",9.7
"kommun","totalt","2022M10","Antal pågående anställningar",1033801
"kommun","totalt","2022M10","Antal pågående anställningar - anställningstid >6 månader",783937
"kommun","totalt","2022M10","Antal pågående anställningar - anställningstid <=6 månader",249864
"kommun","totalt","2022M10","Årlig förändring av antalet pågående anställningar, procent",5.3
"kommun","totalt","2022M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.3
"kommun","totalt","2022M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",25.2
"kommun","totalt","2022M11","Antal pågående anställningar",990548
"kommun","totalt","2022M11","Antal pågående anställningar - anställningstid >6 månader",784893
"kommun","totalt","2022M11","Antal pågående anställningar - anställningstid <=6 månader",205655
"kommun","totalt","2022M11","Årlig förändring av antalet pågående anställningar, procent",1.4
"kommun","totalt","2022M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.5
"kommun","totalt","2022M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",4.6
"kommun","totalt","2022M12","Antal pågående anställningar",993445
"kommun","totalt","2022M12","Antal pågående anställningar - anställningstid >6 månader",790859
"kommun","totalt","2022M12","Antal pågående anställningar - anställningstid <=6 månader",202586
"kommun","totalt","2022M12","Årlig förändring av antalet pågående anställningar, procent",1.5
"kommun","totalt","2022M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.5
"kommun","totalt","2022M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",5.4
"kommun","totalt","2023M01","Antal pågående anställningar",979643
"kommun","totalt","2023M01","Antal pågående anställningar - anställningstid >6 månader",781592
"kommun","totalt","2023M01","Antal pågående anställningar - anställningstid <=6 månader",198051
"kommun","totalt","2023M01","Årlig förändring av antalet pågående anställningar, procent",2.0
"kommun","totalt","2023M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.5
"kommun","totalt","2023M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",7.9
"kommun","totalt","2023M02","Antal pågående anställningar",988804
"kommun","totalt","2023M02","Antal pågående anställningar - anställningstid >6 månader",794951
"kommun","totalt","2023M02","Antal pågående anställningar - anställningstid <=6 månader",193853
"kommun","totalt","2023M02","Årlig förändring av antalet pågående anställningar, procent",2.0
"kommun","totalt","2023M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.8
"kommun","totalt","2023M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",7.0
"kommun","totalt","2023M03","Antal pågående anställningar",995177
"kommun","totalt","2023M03","Antal pågående anställningar - anställningstid >6 månader",808500
"kommun","totalt","2023M03","Antal pågående anställningar - anställningstid <=6 månader",186677
"kommun","totalt","2023M03","Årlig förändring av antalet pågående anställningar, procent",2.1
"kommun","totalt","2023M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.3
"kommun","totalt","2023M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",5.6
"kommun","totalt","2023M04","Antal pågående anställningar",1010959
"kommun","totalt","2023M04","Antal pågående anställningar - anställningstid >6 månader",815556
"kommun","totalt","2023M04","Antal pågående anställningar - anställningstid <=6 månader",195403
"kommun","totalt","2023M04","Årlig förändring av antalet pågående anställningar, procent",1.9
"kommun","totalt","2023M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.5
"kommun","totalt","2023M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",3.2
"kommun","totalt","2023M05","Antal pågående anställningar",1003552
"kommun","totalt","2023M05","Antal pågående anställningar - anställningstid >6 månader",818444
"kommun","totalt","2023M05","Antal pågående anställningar - anställningstid <=6 månader",185107
"kommun","totalt","2023M05","Årlig förändring av antalet pågående anställningar, procent",1.2
"kommun","totalt","2023M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.7
"kommun","totalt","2023M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-0.9
"kommun","totalt","2023M06","Antal pågående anställningar",1038280
"kommun","totalt","2023M06","Antal pågående anställningar - anställningstid >6 månader",824009
"kommun","totalt","2023M06","Antal pågående anställningar - anställningstid <=6 månader",214270
"kommun","totalt","2023M06","Årlig förändring av antalet pågående anställningar, procent",1.9
"kommun","totalt","2023M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.1
"kommun","totalt","2023M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",1.2
"kommun","totalt","2023M07","Antal pågående anställningar",1062704
"kommun","totalt","2023M07","Antal pågående anställningar - anställningstid >6 månader",827356
"kommun","totalt","2023M07","Antal pågående anställningar - anställningstid <=6 månader",235348
"kommun","totalt","2023M07","Årlig förändring av antalet pågående anställningar, procent",1.5
"kommun","totalt","2023M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.4
"kommun","totalt","2023M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-1.5
"kommun","totalt","2023M08","Antal pågående anställningar",1021572
"kommun","totalt","2023M08","Antal pågående anställningar - anställningstid >6 månader",812322
"kommun","totalt","2023M08","Antal pågående anställningar - anställningstid <=6 månader",209250
"kommun","totalt","2023M08","Årlig förändring av antalet pågående anställningar, procent",0.0
"kommun","totalt","2023M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.0
"kommun","totalt","2023M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-6.9
"kommun","totalt","2023M09","Antal pågående anställningar",1039547
"kommun","totalt","2023M09","Antal pågående anställningar - anställningstid >6 månader",808090
"kommun","totalt","2023M09","Antal pågående anställningar - anställningstid <=6 månader",231457
"kommun","totalt","2023M09","Årlig förändring av antalet pågående anställningar, procent",0.7
"kommun","totalt","2023M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.3
"kommun","totalt","2023M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-4.4
"kommun","totalt","2023M10","Antal pågående anställningar",1010941
"kommun","totalt","2023M10","Antal pågående anställningar - anställningstid >6 månader",802603
"kommun","totalt","2023M10","Antal pågående anställningar - anställningstid <=6 månader",208338
"kommun","totalt","2023M10","Årlig förändring av antalet pågående anställningar, procent",-2.2
"kommun","totalt","2023M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.4
"kommun","totalt","2023M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-16.6
"kommun","totalt","2023M11","Antal pågående anställningar",1001288
"kommun","totalt","2023M11","Antal pågående anställningar - anställningstid >6 månader",802930
"kommun","totalt","2023M11","Antal pågående anställningar - anställningstid <=6 månader",198358
"kommun","totalt","2023M11","Årlig förändring av antalet pågående anställningar, procent",1.1
"kommun","totalt","2023M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.3
"kommun","totalt","2023M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-3.5
"kommun","totalt","2023M12","Antal pågående anställningar",997329
"kommun","totalt","2023M12","Antal pågående anställningar - anställningstid >6 månader",807565
"kommun","totalt","2023M12","Antal pågående anställningar - anställningstid <=6 månader",189764
"kommun","totalt","2023M12","Årlig förändring av antalet pågående anställningar, procent",0.4
"kommun","totalt","2023M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.1
"kommun","totalt","2023M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-6.3
"kommun","totalt","2024M01","Antal pågående anställningar",980114
"kommun","totalt","2024M01","Antal pågående anställningar - anställningstid >6 månader",799104
"kommun","totalt","2024M01","Antal pågående anställningar - anställningstid <=6 månader",181010
"kommun","totalt","2024M01","Årlig förändring av antalet pågående anställningar, procent",0.0
"kommun","totalt","2024M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.2
"kommun","totalt","2024M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.6
"kommun","totalt","2024M02","Antal pågående anställningar",986564
"kommun","totalt","2024M02","Antal pågående anställningar - anställningstid >6 månader",808181
"kommun","totalt","2024M02","Antal pågående anställningar - anställningstid <=6 månader",178383
"kommun","totalt","2024M02","Årlig förändring av antalet pågående anställningar, procent",-0.2
"kommun","totalt","2024M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.7
"kommun","totalt","2024M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.0
"kommun","totalt","2024M03","Antal pågående anställningar",993915
"kommun","totalt","2024M03","Antal pågående anställningar - anställningstid >6 månader",821965
"kommun","totalt","2024M03","Antal pågående anställningar - anställningstid <=6 månader",171950
"kommun","totalt","2024M03","Årlig förändring av antalet pågående anställningar, procent",-0.1
"kommun","totalt","2024M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.7
"kommun","totalt","2024M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-7.9
"kommun","totalt","2024M04","Antal pågående anställningar",1006713
"kommun","totalt","2024M04","Antal pågående anställningar - anställningstid >6 månader",828453
"kommun","totalt","2024M04","Antal pågående anställningar - anställningstid <=6 månader",178260
"kommun","totalt","2024M04","Årlig förändring av antalet pågående anställningar, procent",-0.4
"kommun","totalt","2024M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.6
"kommun","totalt","2024M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-8.8
"kommun","totalt","2024M05","Antal pågående anställningar",1002889
"kommun","totalt","2024M05","Antal pågående anställningar - anställningstid >6 månader",829895
"kommun","totalt","2024M05","Antal pågående anställningar - anställningstid <=6 månader",172993
"kommun","totalt","2024M05","Årlig förändring av antalet pågående anställningar, procent",-0.1
"kommun","totalt","2024M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.4
"kommun","totalt","2024M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-6.5
"kommun","totalt","2024M06","Antal pågående anställningar",1055390
"kommun","totalt","2024M06","Antal pågående anställningar - anställningstid >6 månader",835616
"kommun","totalt","2024M06","Antal pågående anställningar - anställningstid <=6 månader",219774
"kommun","totalt","2024M06","Årlig förändring av antalet pågående anställningar, procent",1.6
"kommun","totalt","2024M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.4
"kommun","totalt","2024M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",2.6
"kommun","totalt","2024M07","Antal pågående anställningar",1084571
"kommun","totalt","2024M07","Antal pågående anställningar - anställningstid >6 månader",833399
"kommun","totalt","2024M07","Antal pågående anställningar - anställningstid <=6 månader",251172
"kommun","totalt","2024M07","Årlig förändring av antalet pågående anställningar, procent",2.1
"kommun","totalt","2024M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.7
"kommun","totalt","2024M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",6.7
"kommun","totalt","2024M08","Antal pågående anställningar",1027745
"kommun","totalt","2024M08","Antal pågående anställningar - anställningstid >6 månader",819335
"kommun","totalt","2024M08","Antal pågående anställningar - anställningstid <=6 månader",208410
"kommun","totalt","2024M08","Årlig förändring av antalet pågående anställningar, procent",0.6
"kommun","totalt","2024M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.9
"kommun","totalt","2024M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-0.4
"kommun","totalt","2024M09","Antal pågående anställningar",1042095
"kommun","totalt","2024M09","Antal pågående anställningar - anställningstid >6 månader",815663
